1	12685667803
12	2944202040
28	2494445870
16	300881976
15	297697507
33	158056018
255	71053709
6	67842736
2	17754049
99	10966314
5	2328266
38	2116616
43	1901983
35	1378898
32769	381123
48	123445
10	10148
18	4315
46	3277
13	1478
51	821
13172	446
65	334
3001	274
19	240
1169	141
11	141
0	118
25	93
44	88
65468	83
22	39
6913	37
29	35
49314	8
62321	7
14	7
47	6
23	5
221	5
45	4
25355	4
49432	3
49380	3
49244	3
4	3
29244	3
28145	3
7096	2
64	2
63736	2
62660	2
59883	2
56711	2
55916	2
54055	2
53489	2
512	2
49931	2
4959	2
49328	2
49164	2
49146	2
48024	2
47749	2
47386	2
45548	2
44960	2
4469	2
43232	2
42632	2
40960	2
37888	2
36332	2
36245	2
29412	2
28260	2
25955	2
25912	2
25889	2
257	2
256	2
24622	2
24464	2
24148	2
22538	2
19521	2
188	2
17932	2
174	2
17408	2
17314	2
17	2
16239	2
16171	2
9968	1
9941	1
9934	1
9929	1
992	1
9862	1
979	1
9746	1
9740	1
9705	1
9622	1
9601	1
9599	1
9579	1
9555	1
9535	1
9495	1
9494	1
9481	1
9431	1
9426	1
9341	1
9306	1
9301	1
9246	1
924	1
9200	1
9194	1
9184	1
9138	1
9125	1
912	1
9075	1
9054	1
9037	1
903	1
9001	1
8994	1
8906	1
8882	1
8860	1
8844	1
8826	1
8824	1
8813	1
878	1
8762	1
87	1
8682	1
8664	1
8635	1
8619	1
858	1
8525	1
8514	1
8461	1
8452	1
8411	1
8398	1
83	1
830	1
8282	1
8220	1
8217	1
8193	1
8153	1
8122	1
812	1
8108	1
7949	1
7927	1
7901	1
786	1
7857	1
7804	1
7781	1
7736	1
7695	1
7553	1
7541	1
75	1
7509	1
7411	1
7399	1
7347	1
7282	1
7274	1
727	1
7244	1
7200	1
7195	1
7194	1
719	1
7163	1
7160	1
7144	1
714	1
7134	1
7	1
7097	1
7084	1
7061	1
7060	1
70	1
6973	1
6962	1
6961	1
6933	1
6855	1
6772	1
6733	1
6706	1
6693	1
6689	1
6656	1
6563	1
65534	1
65527	1
65477	1
65443	1
6533	1
65289	1
65288	1
6525	1
65244	1
65222	1
65141	1
65095	1
65055	1
65054	1
64923	1
64917	1
64913	1
64882	1
64844	1
64818	1
64815	1
64759	1
64690	1
64673	1
64654	1
64639	1
64567	1
6452	1
64456	1
64438	1
64356	1
64318	1
64289	1
64229	1
64225	1
64194	1
64193	1
64159	1
64139	1
64126	1
64098	1
64089	1
64042	1
63949	1
63931	1
63906	1
6387	1
63848	1
6384	1
63835	1
6382	1
6380	1
63786	1
63731	1
63729	1
63723	1
63721	1
63625	1
63548	1
6353	1
6351	1
63495	1
63487	1
63459	1
63434	1
6339	1
63371	1
6334	1
63320	1
63248	1
63245	1
63222	1
63197	1
63189	1
63112	1
6309	1
63084	1
63036	1
63031	1
63030	1
63027	1
62985	1
62977	1
62970	1
62959	1
62878	1
62790	1
6278	1
62758	1
62742	1
62713	1
62678	1
6264	1
62624	1
62618	1
62561	1
62529	1
62508	1
62466	1
62451	1
62411	1
6240	1
62355	1
62347	1
6233	1
62304	1
62282	1
62272	1
62267	1
62240	1
62231	1
6223	1
62189	1
62176	1
62142	1
62080	1
62038	1
6198	1
61941	1
6194	1
61937	1
61913	1
61894	1
6188	1
6187	1
